250,Belkin 6 Outlet Metallic Surge Strip,Delfina Latchford,27680,4.5,Northwest Territories,Appliances,0.59
251,Xerox 21,Delfina Latchford,27680,6.6,Northwest Territories,Paper,0.37
252,GBC DocuBind TL200 Manual Binding Machine,Roy Skaria,27778,15.01,Northwest Territories,Binders and Binder Accessories,0.38
253,"Sauder Forest Hills Library, Woodland Oak Finish",Roy Skaria,27778,36.09,Northwest Territories,Bookcases,0.77
254,Xerox 1940,Monica Federle,27909,10.75,Northwest Territories,Paper,0.36
255,Bagged Rubber Bands,Monica Federle,27909,0.7,Northwest Territories,Rubber Bands,0.81
256,Xerox 1897,Charles McCrossin,28003,6.07,Northwest Territories,Paper,0.36
257,Poly Designer Cover & Back,Don Miller,28035,5.23,Northwest Territories,Binders and Binder Accessories,0.37
258,Bionaire Personal Warm Mist Humidifier/Vaporizer,Jeremy Lonsdale,28135,5.1,Northwest Territories,Appliances,0.46
259,"Acme� 8"" Straight Scissors",Jeremy Lonsdale,28135,3.14,Northwest Territories,"Scissors, Rulers and Trimmers",0.6
260,Heavy-Duty E-Z-D� Binders,Grant Carroll,28165,2.99,Northwest Territories,Binders and Binder Accessories,0.38
261,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Carl Ludwig,28289,4.75,Northwest Territories,Paper,0.36
262,Deluxe Rollaway Locking File with Drawer,Carlos Daly,28486,11.37,Northwest Territories,Storage & Organization,0.57
263,252,Ralph Knight,28675,5.92,Northwest Territories,Telephones and Communication,0.55
264,6160,Cindy Schnelling,28870,2.5,Northwest Territories,Telephones and Communication,0.57
265,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Claudia Miner,28871,5.14,Northwest Territories,Computer Peripherals,0.79
266,Prismacolor Color Pencil Set,Roy Skaria,29030,4.1,Northwest Territories,Pens & Art Supplies,0.44
267,Wilson Jones DublLock� D-Ring Binders,Delfina Latchford,29095,2.99,Northwest Territories,Binders and Binder Accessories,0.35
268,Binder Posts,Edward Hooks,29287,5.01,Northwest Territories,Binders and Binder Accessories,0.39
269,Epson LQ-570e Dot Matrix Printer,Edward Hooks,29287,28.06,Northwest Territories,Office Machines,0.56
270,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Don Miller,29510,41.91,Northwest Territories,Bookcases,0.59
271,Fellowes PB300 Plastic Comb Binding Machine,Grant Carroll,29795,19.99,Northwest Territories,Binders and Binder Accessories,0.38
272,Rush Hierlooms Collection Rich Wood Bookcases,Grant Carroll,29795,35.02,Northwest Territories,Bookcases,0.72
273,Avery 481,Brad Eason,29861,0.99,Northwest Territories,Labels,0.37
274,Sharp AL-1530CS Digital Copier,Charles McCrossin,30658,24.49,Northwest Territories,Copiers and Fax,0.36
275,"SAFCO Commercial Wire Shelving, Black",Charles McCrossin,30658,35,Northwest Territories,Storage & Organization,
276,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Charles McCrossin,30947,2.99,Northwest Territories,Binders and Binder Accessories,0.35
277,Self-Adhesive Address Labels for Typewriters by Universal,Charles McCrossin,30947,0.49,Northwest Territories,Labels,0.38
278,StarTAC Series,Bryan Mills,31077,3.9,Northwest Territories,Telephones and Communication,0.55
279,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Monica Federle,31111,5.83,Northwest Territories,Paper,0.36
280,Dana Halogen Swing-Arm Architect Lamp,Michelle Lonsdale,31169,14.45,Northwest Territories,Office Furnishings,0.57
281,Global Comet� Stacking Armless Chair,Michelle Lonsdale,31270,87.01,Northwest Territories,Chairs & Chairmats,0.57
282,Hon 4070 Series Pagoda� Armless Upholstered Stacking Chairs,Michelle Lonsdale,31270,48.8,Northwest Territories,Chairs & Chairmats,0.56
283,"Fellowes Internet Keyboard, Platinum",Michelle Lonsdale,31270,8.65,Northwest Territories,Computer Peripherals,0.74
284,Deluxe Rollaway Locking File with Drawer,Beth Thompson,31364,11.37,Northwest Territories,Storage & Organization,0.57
285,Luxo Economy Swing Arm Lamp,Cindy Schnelling,31393,14.87,Northwest Territories,Office Furnishings,0.57
286,"*Staples* vLetter Openers, 2/Pack",Cindy Schnelling,31393,1.32,Northwest Territories,"Scissors, Rulers and Trimmers",0.83
287,Staples 6 Outlet Surge,Nicole Hansen,31492,4.98,Northwest Territories,Appliances,0.58
288,Acco Perma� 2700 Stacking Storage Drawers,Nicole Hansen,31492,6.64,Northwest Territories,Storage & Organization,0.7
289,Fellowes Stor/Drawer� Steel Plus� Storage Drawers,Nicole Hansen,31492,19.99,Northwest Territories,Storage & Organization,0.79
290,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Cari Schnelling,31558,24.49,Northwest Territories,Appliances,0.52
291,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Cari Schnelling,31558,1.99,Northwest Territories,Computer Peripherals,0.55
292,Lock-Up Easel 'Spel-Binder',Roy Skaria,31618,1.49,Northwest Territories,Binders and Binder Accessories,0.38
293,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Susan Vittorini,31684,1.46,Northwest Territories,Paper,0.39
294,"Tenex File Box, Personal Filing Tote with Lid, Black",Susan Vittorini,31684,17.78,Northwest Territories,Storage & Organization,0.59
295,Fellowes Black Plastic Comb Bindings,Sylvia Foulston,31781,8.49,Northwest Territories,Binders and Binder Accessories,0.39
296,Assorted Color Push Pins,Sylvia Foulston,31781,0.75,Northwest Territories,Rubber Bands,0.52
297,HP Office Paper (20Lb. and 87 Bright),Chad Cunningham,32193,6.93,Northwest Territories,Paper,0.37
298,Staples Vinyl Coated Paper Clips,Chad Cunningham,32193,0.99,Northwest Territories,Rubber Bands,0.39
299,Canon MP41DH Printing Calculator,Carlos Daly,32229,13.99,Northwest Territories,Office Machines,0.38
300,Newell 310,Carlos Daly,32229,0.7,Northwest Territories,Pens & Art Supplies,0.56
301,Kensington 7 Outlet MasterPiece Power Center,Grant Carroll,32743,0.99,Northwest Territories,Appliances,0.56
302,"DAX Metal Frame, Desktop, Stepped-Edge",Julia West,32806,8.99,Northwest Territories,Office Furnishings,0.46
303,Bush Mission Pointe Library,Roy Skaria,33123,66.27,Northwest Territories,Bookcases,0.65
304,Accessory21,Cindy Schnelling,33159,0.99,Northwest Territories,Telephones and Communication,0.37
305,8860,Don Jones,33186,5.26,Northwest Territories,Telephones and Communication,0.56
306,Array� Memo Cubes,Beth Thompson,33377,2.04,Northwest Territories,Paper,0.36
307,"Fiskars 8"" Scissors, 2/Pack",Beth Thompson,33377,3.26,Northwest Territories,"Scissors, Rulers and Trimmers",0.56
308,12 Colored Short Pencils,Alan Barnes,33444,2.4,Northwest Territories,Pens & Art Supplies,0.58
309,Pizazz� Global Quick File�,Alan Barnes,33444,7.51,Northwest Territories,Storage & Organization,0.57
310,Imation 5.2GB DVD-RAM,Carl Ludwig,33703,1.99,Northwest Territories,Computer Peripherals,0.5
311,Acco Perma� 2700 Stacking Storage Drawers,Carl Ludwig,33703,6.64,Northwest Territories,Storage & Organization,0.7
312,Portable Personal File Box,Carl Ludwig,33703,4.81,Northwest Territories,Storage & Organization,0.58
313,"Snap-A-Way� Black Print Carbonless Speed Message, No Reply Area, Duplicate",Jamie Kunitz,33734,4.86,Northwest Territories,Paper,0.38
314,Ibico Covers for Plastic or Wire Binding Elements,Heather Kirkland,33888,7.19,Northwest Territories,Binders and Binder Accessories,0.4
315,Hanging Personal Folder File,Heather Kirkland,33888,11.25,Northwest Territories,Storage & Organization,0.6
316,Tennsco Double-Tier Lockers,Heather Kirkland,33888,28.66,Northwest Territories,Storage & Organization,0.72
317,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Doug Bickford,33894,4.39,Northwest Territories,Paper,0.38
318,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Doug Bickford,33894,8.37,Northwest Territories,"Scissors, Rulers and Trimmers",0.58
319,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Doug Bickford,33894,4.62,Northwest Territories,Computer Peripherals,0.64
320,PC Concepts 116 Key Quantum 3000 Keyboard,Doug Bickford,33894,5.5,Northwest Territories,Computer Peripherals,0.75
321,Epson Stylus 1520 Color Inkjet Printer,Carlos Daly,33922,69.3,Northwest Territories,Office Machines,0.37
322,Avery 494,Toby Braunhardt,34177,0.5,Northwest Territories,Labels,0.39
323,Self-Adhesive Address Labels for Typewriters by Universal,Toby Braunhardt,34177,0.49,Northwest Territories,Labels,0.38
324,Accessory37,Toby Braunhardt,34177,2.5,Northwest Territories,Telephones and Communication,0.81
325,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Cari Schnelling,34215,2.99,Northwest Territories,Binders and Binder Accessories,0.38
326,Eureka Disposable Bags for Sanitaire� Vibra Groomer I� Upright Vac,Thomas Seio,34246,6.89,Northwest Territories,Appliances,0.6
327,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Thomas Seio,34246,19.99,Northwest Territories,Office Machines,0.52
328,"Peel & Seel� Recycled Catalog Envelopes, Brown",Thomas Seio,34246,6.97,Northwest Territories,Envelopes,0.35
329,Cardinal Poly Pocket Divider Pockets for Ring Binders,Brendan Dodson,34631,6.27,Northwest Territories,Binders and Binder Accessories,0.4
330,Canon PC1060 Personal Laser Copier,Brendan Dodson,34631,24.49,Northwest Territories,Copiers and Fax,0.41
331,Sterling Rubber Bands by Alliance,Charlotte Melton,35047,0.7,Northwest Territories,Rubber Bands,0.85
332,Newell 312,Beth Thompson,35266,1.2,Northwest Territories,Pens & Art Supplies,0.55
333,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Beth Thompson,35266,69.64,Northwest Territories,Tables,0.77
334,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",Eugene Barchas,35847,8.99,Northwest Territories,Computer Peripherals,0.64
335,"Avery Flip-Chart Easel Binder, Black",Michelle Lonsdale,36001,15.1,Northwest Territories,Binders and Binder Accessories,0.38
336,GBC Binding covers,Michelle Lonsdale,36001,4.98,Northwest Territories,Binders and Binder Accessories,0.4
337,R280,Grant Carroll,36134,8.99,Northwest Territories,Telephones and Communication,0.55
338,Accessory9,Beth Paige,36135,3.3,Northwest Territories,Telephones and Communication,0.39
339,U.S. Robotics 56K Internet Call Modem,Dorothy Wardle,36644,19.99,Northwest Territories,Computer Peripherals,0.5
340,Tennsco Industrial Shelving,Muhammed MacIntyre,36646,35,Northwest Territories,Storage & Organization,0.83
341,Staples Bulldog Clip,Charlotte Melton,36707,0.71,Northwest Territories,Rubber Bands,0.39
342,"Micro Innovations Micro 3000 Keyboard, Black",Muhammed MacIntyre,37253,5.89,Northwest Territories,Computer Peripherals,0.75
343,"Fellowes Basic 104-Key Keyboard, Platinum",Claudia Miner,37541,5.99,Northwest Territories,Computer Peripherals,0.65
344,Xerox 1882,Claudia Miner,37541,13.88,Northwest Territories,Paper,0.36
345,Carina Double Wide Media Storage Towers in Natural & Black,Claudia Miner,37541,35,Northwest Territories,Storage & Organization,0.81
346,Portable Personal File Box,Brendan Dodson,37634,4.81,Northwest Territories,Storage & Organization,0.58
347,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Dorothy Wardle,37793,7.59,Northwest Territories,"Scissors, Rulers and Trimmers",0.56
348,Eldon Cleatmat� Chair Mats for Medium Pile Carpets,Mike Pelletier,37860,52.2,Northwest Territories,Office Furnishings,0.72
349,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Edward Hooks,38884,5.66,Northwest Territories,Paper,0.4
350,Hon 94000 Series Round Tables,Edward Hooks,38884,54.12,Northwest Territories,Tables,0.76
351,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Jamie Kunitz,39364,39.61,Northwest Territories,Office Furnishings,0.67
352,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Jamie Kunitz,39364,19.99,Northwest Territories,Binders and Binder Accessories,0.35
353,"Global High-Back Leather Tilter, Burgundy",Julia West,39457,70.2,Northwest Territories,Chairs & Chairmats,0.74
354,Poly Designer Cover & Back,Jeremy Lonsdale,39683,5.23,Northwest Territories,Binders and Binder Accessories,0.37
355,"Lifetime Advantage� Folding Chairs, 4/Carton",Jeremy Lonsdale,39683,18.06,Northwest Territories,Chairs & Chairmats,0.57
356,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Jeremy Lonsdale,39683,6.67,Northwest Territories,Office Furnishings,0.49
357,Stockwell Push Pins,Jeremy Lonsdale,39683,0.78,Northwest Territories,Rubber Bands,0.52
358,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Cindy Schnelling,39846,4.62,Northwest Territories,Computer Peripherals,0.64
359,8260,Heather Kirkland,40036,8.99,Northwest Territories,Telephones and Communication,0.58
360,3390,Alan Barnes,40067,5.31,Northwest Territories,Telephones and Communication,0.57
361,"Global Deluxe Stacking Chair, Gray",Hunter Glantz,40132,14.19,Northwest Territories,Chairs & Chairmats,0.56
362,Bevis 36 x 72 Conference Tables,Hunter Glantz,40132,51.94,Northwest Territories,Tables,0.63
363,"Avery Flip-Chart Easel Binder, Black",Hunter Glantz,40132,15.1,Northwest Territories,Binders and Binder Accessories,0.38
364,"Howard Miller 16"" Diameter Gallery Wall Clock",Julia West,40160,14.48,Northwest Territories,Office Furnishings,0.46
365,"ACCOHIDE� 3-Ring Binder, Blue, 1""",Carlos Daly,40518,5.04,Northwest Territories,Binders and Binder Accessories,0.38
366,"Global High-Back Leather Tilter, Burgundy",Barry French,40804,70.2,Northwest Territories,Chairs & Chairmats,0.74
367,"Wilson Jones Hanging View Binder, White, 1""",Susan Vittorini,40902,6.05,Northwest Territories,Binders and Binder Accessories,0.39
368,Boston 1730 StandUp Electric Pencil Sharpener,Carl Jackson,41063,8.99,Northwest Territories,Pens & Art Supplies,0.59
369,Accessory31,Carl Jackson,41063,0.99,Northwest Territories,Telephones and Communication,0.35
370,Accessory8,Carl Jackson,41063,1.25,Northwest Territories,Telephones and Communication,0.39
371,Fellowes 17-key keypad for PS/2 interface,Alan Barnes,41153,4,Northwest Territories,Computer Peripherals,0.75
372,Hanging Personal Folder File,Charlotte Melton,41184,11.25,Northwest Territories,Storage & Organization,0.6
373,Ibico Covers for Plastic or Wire Binding Elements,Beth Thompson,41409,7.19,Northwest Territories,Binders and Binder Accessories,0.4
374,Hoover Portapower� Portable Vacuum,Bryan Mills,41696,49,Northwest Territories,Appliances,0.6
375,Fellowes Command Center 5-outlet power strip,Alan Barnes,42209,0.99,Northwest Territories,Appliances,0.58
376,SAFCO Arco Folding Chair,Alan Barnes,42209,24.49,Northwest Territories,Chairs & Chairmats,
377,Accessory12,Beth Paige,42561,2.5,Northwest Territories,Telephones and Communication,0.35
378,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Mike Pelletier,42564,23.76,Northwest Territories,Chairs & Chairmats,0.58
379,3390,Delfina Latchford,42695,5.31,Northwest Territories,Telephones and Communication,0.57
380,GBC DocuBind TL300 Electric Binding System,Susan Vittorini,42981,19.99,Northwest Territories,Binders and Binder Accessories,0.38
381,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Dorothy Wardle,43109,8.4,Northwest Territories,Binders and Binder Accessories,0.39
382,Microsoft Internet Keyboard,Dorothy Wardle,43109,6.5,Northwest Territories,Computer Peripherals,0.78
383,TDK 4.7GB DVD-R,Dorothy Wardle,43109,1.99,Northwest Territories,Computer Peripherals,0.41
384,Xerox 1977,Susan Vittorini,43203,5.2,Northwest Territories,Paper,0.37
385,DAX Solid Wood Frames,Jamie Kunitz,43236,6.02,Northwest Territories,Office Furnishings,0.48
386,Honeywell Enviracaire� Portable Air Cleaner for up to 8 x 10 Room,Fred Wasserman,43267,19.95,Northwest Territories,Appliances,0.54
387,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Doug Bickford,43329,3.99,Northwest Territories,Appliances,0.57
388,8260,Fred Wasserman,43330,8.99,Northwest Territories,Telephones and Communication,0.58
389,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Susan Vittorini,43364,6.71,Northwest Territories,Envelopes,0.35
390,Multimedia Mailers,Doug Bickford,43392,19.99,Northwest Territories,Envelopes,0.39
391,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Claudia Miner,43781,1.39,Northwest Territories,Envelopes,0.35
392,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Claudia Miner,43781,2.99,Northwest Territories,Binders and Binder Accessories,0.36
393,"DXL� Angle-View Binders with Locking Rings, Black",Frank Price,44071,4.92,Northwest Territories,Binders and Binder Accessories,0.38
394,8260,Frank Price,44071,8.99,Northwest Territories,Telephones and Communication,0.58
395,Newell� 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Dorothy Wardle,44519,5.42,Northwest Territories,Binders and Binder Accessories,0.37
396,Laser & Ink Jet Business Envelopes,Dorothy Wardle,44519,1.39,Northwest Territories,Envelopes,0.39
397,Okidata ML390 Turbo Dot Matrix Printers,Dorothy Wardle,44519,14.7,Northwest Territories,Office Machines,0.56
398,"Eldon Regeneration Recycled Desk Accessories, Smoke",Allen Rosenblatt,44708,4.08,Northwest Territories,Office Furnishings,0.53
399,Accessory36,Dorothy Wardle,44772,5,Northwest Territories,Telephones and Communication,0.83
400,"Linden� 12"" Wall Clock With Oak Frame",Julia West,44839,19.99,Northwest Territories,Office Furnishings,0.55
401,2160i,Ralph Knight,45217,4.2,Northwest Territories,Telephones and Communication,0.59
402,Global Deluxe High-Back Office Chair in Storm,Michelle Lonsdale,45440,28.63,Northwest Territories,Chairs & Chairmats,0.76
403,"Howard Miller 16"" Diameter Gallery Wall Clock",Charlotte Melton,45766,14.48,Northwest Territories,Office Furnishings,0.46
404,Canon MP100DHII Printing Calculator,Charlotte Melton,45766,13.99,Northwest Territories,Office Machines,0.37
405,Accessory21,Allen Rosenblatt,45861,0.99,Northwest Territories,Telephones and Communication,0.37
406,Verbatim DVD-R 4.7GB authoring disc,Neola Schneider,45957,1.99,Northwest Territories,Computer Peripherals,0.51
407,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Neola Schneider,45957,5.83,Northwest Territories,Paper,0.36
408,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro� Back, 8-1/2x11, 25/Bx",Joy Bell,46912,14.83,Northwest Territories,Office Furnishings,0.54
409,Avery 51,Monica Federle,46980,0.5,Northwest Territories,Labels,0.39
410,SANFORD Liquid Accent� Tank-Style Highlighters,Jamie Kunitz,47460,0.93,Northwest Territories,Pens & Art Supplies,0.54
411,Avery Poly Binder Pockets,Susan Vittorini,47462,5.47,Northwest Territories,Binders and Binder Accessories,0.37
412,"Dixon My First Ticonderoga Pencil, #2",Susan Vittorini,47462,2.27,Northwest Territories,Pens & Art Supplies,0.56
413,Acco� Hot Clips� Clips to Go,Susan Vittorini,47462,1.35,Northwest Territories,Rubber Bands,0.4
414,Fiskars� Softgrip Scissors,Charles McCrossin,47620,3.37,Northwest Territories,"Scissors, Rulers and Trimmers",0.57
